,Keyword,Time,count
640,SNKHeroines,2018-10-1 19:00,1
641,Love,2018-10-1 15:00,1
642,BoysInBlue,2018-10-2 0:00,1
643,BTS,2018-10-1 6:00,3
644,ELENAO,2018-10-2 2:00,1
645,TheSmiths,2018-10-1 15:00,1
646,Egypt,2018-10-2 4:00,1
647,equalopportunityunprovokedbehavior,2018-10-1 22:00,1
648,Entrepreneurs,2018-10-1 13:00,1
649,cheers,2018-10-2 4:00,1
650,NobelPrize,2018-10-1 18:00,1
651,SelenaGomez,2018-10-1 7:00,2
652,energypoverty,2018-10-1 14:00,1
653,JovemDoAno,2018-10-1 21:00,1
654,Hiring,2018-10-1 14:00,1
655,제이홉,2018-10-1 23:00,1
656,제이홉,2018-10-1 7:00,1
657,트와이스,2018-10-2 2:00,1
658,엔시티,2018-10-1 15:00,1
659,TreCru,2018-10-1 17:00,1
660,abtoghardilwaomodiji,2018-10-2 5:00,1
661,TuesdayThoughts,2018-10-2 3:00,1
662,yeg,2018-10-1 19:00,1
663,Girls,2018-10-1 14:00,1
664,SarkarTracklist,2018-10-2 2:00,1
665,TEAMMAGA,2018-10-1 16:00,1
666,VoteHarmonizers,2018-10-1 12:00,1
667,workingwoman,2018-10-1 11:00,1
668,ALDUBAngSigaw,2018-10-1 22:00,1
669,ExCom,2018-10-2 4:00,1
670,EXOComingSoon,2018-10-2 1:00,1
671,CriticalRole,2018-10-2 2:00,1
672,CoSo,2018-10-2 1:00,1
673,ECM,2018-10-1 20:00,1
674,Moliwood,2018-10-1 10:00,2
675,EXO,2018-10-2 0:00,1
676,firstpublication,2018-10-1 18:00,1
677,OurBluePlanet,2018-10-1 20:00,1
678,MidNightDrum,2018-10-1 10:00,1
679,GCF,2018-10-1 13:00,1
680,EmbraceTheQueer,2018-10-1 13:00,1
681,iTunes,2018-10-1 20:00,1
682,AravindhaSamethaPreReleaseEvent,2018-10-1 20:00,1
683,WeYoung,2018-10-2 0:00,1
684,kaira,2018-10-1 17:00,1
685,ConfirmKavanaugh,2018-10-1 23:00,1
686,management,2018-10-1 9:00,1
687,Airdrop,2018-10-2 4:00,1
688,EXOComingSoon,2018-10-2 0:00,1
689,DPRK,2018-10-1 14:00,1
690,Anitta,2018-10-1 16:00,2
691,UproarChallenge,2018-10-1 14:00,1
692,space,2018-10-1 19:00,1
693,SilverDaggerBookTours,2018-10-1 20:00,1
694,workplace,2018-10-1 15:00,1
695,SuperJunior,2018-10-1 8:00,1
696,Virgos,2018-10-2 0:00,1
697,xfactor,2018-10-1 6:00,1
698,yeezy,2018-10-1 22:00,1
699,SelenaGomez,2018-10-1 23:00,2
700,ARMYSeIcaDay,2018-10-2 0:00,2
701,Stocktober,2018-10-1 23:00,1
702,Brewers,2018-10-1 14:00,1
703,Trailer,2018-10-2 4:00,1
704,Wedding,2018-10-1 10:00,1
705,CCHSFBLA,2018-10-1 18:00,1
706,dilli,2018-10-1 9:00,1
707,laserandcosmeticdentistry,2018-10-1 18:00,1
708,SocialistSunday,2018-10-1 12:00,1
709,LivingWithEss,2018-10-2 5:00,1
710,GWdariusz,2018-10-1 16:00,1
711,ALLin,2018-10-1 18:00,1
712,treasure,2018-10-1 17:00,1
713,tortured,2018-10-1 21:00,1
714,SelenaGomez,2018-10-1 20:00,2
715,웬디,2018-10-1 19:00,1
716,yoonkook,2018-10-1 7:00,1
717,MPN,2018-10-1 7:00,3
718,ScotClimateWeek,2018-10-1 11:00,1
719,jaehyun,2018-10-2 4:00,1
720,段宜恩,2018-10-1 15:00,1
721,thinkingofyouweek,2018-10-1 9:00,1
722,HinduTemple,2018-10-2 4:00,1
723,recording,2018-10-1 18:00,1
724,BBC,2018-10-2 3:00,1
725,CHURCH,2018-10-1 8:00,1
726,India,2018-10-1 13:00,1
727,Strictly,2018-10-1 11:00,1
728,october1st,2018-10-1 19:00,1
729,GetBackToWork,2018-10-2 1:00,1
730,FREEBIEFRIDAY,2018-10-1 10:00,1
731,BTSARMY,2018-10-1 22:00,2
732,HappyBirthdayHarshitaGaur,2018-10-1 6:00,1
733,sepatu,2018-10-1 10:00,1
734,FollowTrickBela,2018-10-1 19:00,1
735,BoomerSooner,2018-10-1 15:00,1
736,WitnessTour,2018-10-1 19:00,1
737,Messi,2018-10-1 14:00,1
738,vegan,2018-10-2 0:00,1
739,ZRA2018,2018-10-1 11:00,1
740,WTTD,2018-10-1 13:00,1
741,AMAs,2018-10-2 5:00,4
742,KCON,2018-10-1 13:00,1
743,twitchstreamer,2018-10-1 23:00,1
744,시우민,2018-10-1 11:00,1
745,Blouin_Artinfo,2018-10-2 5:00,1
746,men,2018-10-1 23:00,1
747,Rsdproud,2018-10-1 21:00,1
748,PariyerumPerumaal,2018-10-1 14:00,1
749,fincon,2018-10-2 3:00,1
750,October1st,2018-10-1 21:00,1
751,iGOT7s,2018-10-1 11:00,1
752,AMAs,2018-10-1 15:00,3
753,pitnapatdesigner,2018-10-1 11:00,1
754,October,2018-10-1 9:00,1
755,ARMYSelcaDay,2018-10-1 17:00,2
756,maternity,2018-10-1 17:00,1
757,RooseveltFire,2018-10-1 6:00,1
758,mondays,2018-10-1 18:00,1
759,브이티,2018-10-1 9:00,1
760,inktober,2018-10-1 23:00,1
761,Taurus,2018-10-1 17:00,1
762,KCON2018THAILAND,2018-10-1 15:00,1
763,News,2018-10-1 19:00,1
764,Jin,2018-10-2 0:00,1
765,SritiJha,2018-10-1 11:00,1
766,Richonne,2018-10-1 20:00,1
767,whitelist,2018-10-2 3:00,1
768,NCT,2018-10-1 15:00,1
769,TCOT,2018-10-2 3:00,1
770,트와이스,2018-10-1 16:00,1
771,Manikarnika,2018-10-1 6:00,1
772,jessica,2018-10-2 4:00,1
773,PCAs,2018-10-2 0:00,8
774,김석진,2018-10-1 13:00,1
775,Exercise,2018-10-1 6:00,1
776,writingshort,2018-10-1 13:00,1
777,DodgersWIN,2018-10-1 23:00,2
778,SarkarAudioLaunch,2018-10-1 13:00,1
779,GoethalsBridge,2018-10-1 20:00,1
780,esl,2018-10-1 21:00,1
781,GandhiJayanthi,2018-10-2 4:00,1
782,NowPlaying,2018-10-2 5:00,1
783,PCAS,2018-10-1 12:00,1
784,EXO,2018-10-1 12:00,1
785,USGSStore,2018-10-1 22:00,1
786,슈퍼주니어,2018-10-1 8:00,3
787,BtsLoveYourselfTour,2018-10-2 3:00,1
788,1045Bribe,2018-10-1 16:00,1
789,comeymemo,2018-10-1 21:00,1
790,inktober,2018-10-1 17:00,1
791,JUNGKOOK,2018-10-1 14:00,1
792,ARMYSelcaDay,2018-10-2 0:00,1
793,BTS,2018-10-1 22:00,4
794,espnmnf,2018-10-2 2:00,1
795,weareoneEXO,2018-10-1 19:00,2
796,NCISLA,2018-10-1 7:00,1
797,Mark,2018-10-1 15:00,2
798,blackdogday,2018-10-1 23:00,1
799,bt21,2018-10-1 23:00,1
800,AravindhaSametha,2018-10-2 4:00,1
801,QueenHinaKaBdayBash,2018-10-1 8:00,1
802,TheFemaleTvStar,2018-10-2 2:00,1
803,LalBahadurShastri,2018-10-2 4:00,1
804,stlBlues,2018-10-1 20:00,1
805,JoelDrive,2018-10-1 16:00,1
806,EXOComingSoon,2018-10-1 18:00,2
807,dadjoke,2018-10-1 14:00,1
808,heartdisease,2018-10-1 14:00,1
809,웬디,2018-10-1 13:00,1
810,Yugyeom,2018-10-1 7:00,1
811,sunsetporn,2018-10-2 1:00,1
812,btsarmy,2018-10-2 3:00,1
813,boycottbeaconhouse,2018-10-1 14:00,1
814,OneMoreTime,2018-10-2 5:00,1
815,ClimateAction,2018-10-1 20:00,1
816,Wisetien,2018-10-2 4:00,1
817,Park,2018-10-1 7:00,1
818,MRU,2018-10-1 18:00,1
819,Democrats,2018-10-1 12:00,1
820,전소미,2018-10-1 23:00,1
821,뷔,2018-10-1 15:00,1
822,sharpeimix,2018-10-1 23:00,1
823,PoliticsToday,2018-10-1 13:00,1
824,Glasgow,2018-10-1 11:00,1
825,Lou,2018-10-1 17:00,1
826,etsyshop,2018-10-1 14:00,1
827,FIFA19,2018-10-1 12:00,1
828,BeatTexas,2018-10-1 15:00,1
829,hiring,2018-10-1 13:00,1
830,황미영,2018-10-1 15:00,1
831,VoteRedToSaveAmerica,2018-10-1 18:00,1
832,giveaway,2018-10-1 12:00,1
833,youngk,2018-10-1 12:00,1
834,TEAMSTALLION,2018-10-1 21:00,1
835,XboxOne,2018-10-1 21:00,1
836,protools,2018-10-1 13:00,1
837,NorfolkFootball,2018-10-1 18:00,1
838,Dhruv,2018-10-2 3:00,1
839,SSFootball,2018-10-1 6:00,1
840,ARMYSelcaDay,2018-10-1 14:00,2
841,SundayMotivation,2018-10-1 18:00,1
842,ＦＯＬＬＯＷ,2018-10-1 15:00,1
843,Kitten,2018-10-2 5:00,1
844,OneMoreTimeSJ,2018-10-1 19:00,1
845,Isbitcoinacommodity,2018-10-2 1:00,1
846,sttherese,2018-10-1 14:00,1
847,MPN,2018-10-2 3:00,7
848,VOTE,2018-10-1 23:00,1
849,PresentYou,2018-10-1 10:00,1
850,HappyNews,2018-10-2 2:00,1
851,BrettKavanaughScandals,2018-10-1 12:00,1
852,InternationalCoffeeDay,2018-10-1 20:00,1
853,luxurycondos,2018-10-1 23:00,1
854,GermanShepherd,2018-10-1 19:00,1
855,labsharpeimix,2018-10-1 23:00,1
856,FAN,2018-10-1 20:00,1
857,Anitta,2018-10-2 5:00,2
858,TheGroup,2018-10-1 21:00,3
859,2018MGA,2018-10-1 21:00,1
860,987tweetordelete,2018-10-1 23:00,1
861,artinsider,2018-10-2 2:00,1
862,Brewers,2018-10-1 10:00,1
863,JimmyBennett,2018-10-2 0:00,1
864,Mulk,2018-10-2 4:00,1
865,ironmanmaastricht,2018-10-2 4:00,1
866,equity,2018-10-1 16:00,1
867,WitnessTour,2018-10-1 15:00,2
868,TakiTaki,2018-10-1 12:00,1
869,jetsettersblog,2018-10-1 16:00,1
870,asmsg,2018-10-1 16:00,1
871,woof,2018-10-1 23:00,1
872,Venom,2018-10-1 6:00,1
873,BelieveSurvivors,2018-10-1 23:00,1
874,Alevel,2018-10-1 20:00,1
875,MPN,2018-10-1 10:00,1
876,Cosmetología,2018-10-1 20:00,1
877,DinahonFallon,2018-10-2 1:00,2
878,ᎷᎶᏔѴ,2018-10-1 19:00,1
879,藤原樹,2018-10-1 10:00,1
880,IDOL,2018-10-2 3:00,1
881,Dodgers,2018-10-1 10:00,1
882,Whimsical,2018-10-2 2:00,1
883,carlyraejepsen,2018-10-1 13:00,1
884,Bowsette,2018-10-2 5:00,1
885,BTSinNewark,2018-10-1 11:00,1
886,PrimaryCup,2018-10-1 18:00,1
887,RT,2018-10-1 22:00,1
888,retweet,2018-10-1 14:00,1
889,BT21,2018-10-1 16:00,1
890,잭슨,2018-10-1 18:00,1
891,SpanishflyDrops,2018-10-1 10:00,1
892,dinethecouve,2018-10-1 19:00,1
893,TheFive,2018-10-1 21:00,1
894,1pmLunch,2018-10-1 12:00,1
895,Chiefs,2018-10-2 3:00,1
896,EXO,2018-10-1 17:00,1
897,TheMusicVideo,2018-10-1 12:00,2
898,chasing8,2018-10-2 1:00,1
899,KCONTHAILAND,2018-10-1 18:00,1
900,EscortAds,2018-10-1 18:00,1
901,WYfire,2018-10-1 6:00,1
902,yellow,2018-10-2 5:00,1
903,Pituitary,2018-10-2 2:00,1
904,snapchat,2018-10-2 0:00,1
905,weareoneEXO,2018-10-1 18:00,1
906,KallysMashupNick,2018-10-1 20:00,2
907,Recon200GameLouder,2018-10-1 20:00,1
908,quattroseason,2018-10-1 12:00,1
909,MINO,2018-10-1 16:00,1
910,방탄소년단,2018-10-1 17:00,3
911,Moliwood,2018-10-1 18:00,1
912,DWTS,2018-10-2 4:00,1
913,WWE,2018-10-1 15:00,1
914,WrittenOnMyEffigy,2018-10-2 2:00,2
915,CardiB,2018-10-1 23:00,2
916,DancingBrasil,2018-10-1 10:00,1
917,SupportSmallerStreamers,2018-10-1 21:00,1
918,GoBrewers,2018-10-1 10:00,1
919,DonKiss,2018-10-1 14:00,1
920,Beijing,2018-10-1 8:00,1
921,ChivalryIsNotDeadDonny,2018-10-1 12:00,1
922,ICO,2018-10-1 7:00,2
923,OpChildSafert,2018-10-1 21:00,1
924,Lithuania,2018-10-1 6:00,1
925,TeamEurope,2018-10-1 13:00,1
926,EPIPHANY,2018-10-1 17:00,1
927,ForSale,2018-10-1 14:00,1
928,got7,2018-10-1 12:00,1
929,littlepeekboutique,2018-10-1 23:00,1
930,cannabis,2018-10-1 8:00,1
931,NeverSayNever,2018-10-1 22:00,1
932,foodie,2018-10-2 0:00,1
933,TheSocialCelebrity,2018-10-1 9:00,1
934,IAC2018,2018-10-1 11:00,1
935,WAKEY,2018-10-1 14:00,2
936,KISSESABSCBNBallFanFave,2018-10-1 10:00,1
937,Baksa,2018-10-2 5:00,1
938,IDOL,2018-10-1 21:00,4
939,OurCrewOurOctober,2018-10-1 21:00,1
940,swimming,2018-10-2 4:00,1
941,Geneva,2018-10-1 16:00,1
942,AnittaGata,2018-10-1 9:00,4
943,gapolitics,2018-10-1 21:00,1
944,turdaudio,2018-10-1 12:00,1
945,ConfirmKavanaugh,2018-10-2 0:00,1
946,Anitta,2018-10-2 1:00,1
947,SIVAJIGANESAN,2018-10-1 6:00,1
948,Milf,2018-10-1 7:00,1
949,AlwaysBelieve,2018-10-1 16:00,1
950,WilderFury,2018-10-1 16:00,1
951,로제,2018-10-1 10:00,1
952,MPN,2018-10-1 18:00,3
953,iKON,2018-10-1 15:00,1
954,LatinxsCreate,2018-10-1 22:00,1
955,BusinessMgmt,2018-10-1 14:00,1
956,BrunoMars,2018-10-1 17:00,1
957,이재현,2018-10-1 14:00,1
958,Blanca,2018-10-2 0:00,1
959,SternShow,2018-10-1 12:00,1
960,ShawU,2018-10-2 2:00,1
961,コーヒーの日,2018-10-1 6:00,1
962,jakarta,2018-10-1 14:00,1
963,AMAS,2018-10-1 18:00,1
964,1FIRST,2018-10-2 2:00,1
965,digitalcurrency,2018-10-1 13:00,1
966,Savyasachi,2018-10-1 7:00,1
967,슈가,2018-10-1 10:00,1
968,FunkoNYCC,2018-10-1 8:00,1
969,UFC229,2018-10-2 0:00,1
970,October1st,2018-10-1 14:00,2
971,ARMYSelcaDay,2018-10-1 8:00,1
972,ManyVids,2018-10-2 3:00,1
973,ManyVids,2018-10-1 23:00,1
974,MondayMotivation,2018-10-1 19:00,1
975,뷔,2018-10-1 22:00,1
976,RIPMama,2018-10-1 18:00,1
977,AravindhaSametha,2018-10-2 5:00,1
978,digitaltransformation,2018-10-1 9:00,1
979,music,2018-10-1 9:00,1
980,AnittaGata,2018-10-1 7:00,2
981,THF,2018-10-1 8:00,1
982,뉴이스트W,2018-10-1 22:00,1
983,beats,2018-10-2 1:00,1
984,DIY,2018-10-1 12:00,1
985,LIVE,2018-10-2 0:00,1
986,BlackOps4,2018-10-1 20:00,1
987,GainWithPyeWaw,2018-10-1 18:00,1
988,USA,2018-10-1 13:00,1
989,paypig,2018-10-1 11:00,1
990,Anitta,2018-10-1 22:00,1
991,TeamRizzo,2018-10-1 18:00,1
992,ALDUBAngSigaw,2018-10-2 5:00,1
993,GoHokies,2018-10-2 2:00,1
994,USA,2018-10-1 14:00,1
995,InPlainAir,2018-10-1 16:00,1
996,jaketracer,2018-10-1 22:00,1
997,UpNext,2018-10-1 21:00,1
998,More,2018-10-1 19:00,1
999,TheMusicVideo,2018-10-1 19:00,2
1000,October,2018-10-1 6:00,1
1001,snugnights,2018-10-1 6:00,1
1002,Vijay,2018-10-1 13:00,1
1003,Roosevelt,2018-10-1 6:00,1
1004,tball,2018-10-1 22:00,1
1005,KaushalArmy,2018-10-1 15:00,1
1006,horny,2018-10-2 5:00,1
1007,BraveBrands,2018-10-1 16:00,1
1008,AndhaDhun,2018-10-1 18:00,1
1009,LatinPop,2018-10-2 4:00,1
1010,realestate,2018-10-1 20:00,1
1011,Trump,2018-10-1 13:00,1
1012,Michonne,2018-10-1 20:00,1
1013,MakeFetchHappen,2018-10-2 2:00,1
1014,Yeg,2018-10-1 18:00,1
1015,señorita,2018-10-1 20:00,1
1016,PCAs,2018-10-1 15:00,6
1017,Twitch,2018-10-1 21:00,1
1018,jashinchan,2018-10-1 22:00,1
1019,whoneedsdogs,2018-10-1 12:00,1
1020,Spurs,2018-10-1 9:00,1
1021,Bollywood,2018-10-1 10:00,1
1022,kangdaniel,2018-10-1 19:00,1
1023,NisaMonday,2018-10-1 10:00,1
1024,MaiaReficco,2018-10-1 16:00,2
1025,f1,2018-10-1 18:00,1
1026,Providence,2018-10-1 14:00,1
1027,Cats,2018-10-2 5:00,1
1028,BackToYou,2018-10-1 18:00,1
1029,PCAS,2018-10-1 18:00,1
1030,TCL4KFootball,2018-10-1 17:00,1
1031,WATCH,2018-10-1 6:00,1
1032,PCAS,2018-10-2 5:00,2
1033,ChiefsKingdom,2018-10-2 4:00,1
1034,TOKYO,2018-10-1 9:00,1
1035,free,2018-10-1 17:00,1
1036,PIN,2018-10-1 14:00,1
1037,GeoffreyHayes,2018-10-1 21:00,1
1038,AMAs,2018-10-1 9:00,3
1039,EXO,2018-10-2 5:00,2
1040,I,2018-10-1 23:00,1
1041,Marr,2018-10-1 8:00,1
1042,TradingStrategy,2018-10-1 7:00,1
1043,BTSinNewark,2018-10-1 14:00,1
1044,TheAlbum,2018-10-2 3:00,2
1045,고잉,2018-10-1 22:00,1
1046,슈퍼주니어,2018-10-1 6:00,1
1047,PCAs,2018-10-1 17:00,17
1048,UCL,2018-10-2 5:00,1
1049,PCAs,2018-10-2 5:00,5
1050,Impact,2018-10-1 8:00,1
1051,halloween,2018-10-1 22:00,1
1052,TheGroup,2018-10-1 9:00,2
1053,Travel,2018-10-1 13:00,1
1054,abstract,2018-10-1 17:00,1
1055,EdwardBarber,2018-10-1 12:00,1
1056,FF,2018-10-1 16:00,1
1057,presentyou,2018-10-2 4:00,1
1058,SarkarAudioFromTomorrow,2018-10-1 13:00,1
1059,박우진,2018-10-1 8:00,1
1060,digitalpainting,2018-10-1 18:00,1
1061,taehyung,2018-10-1 15:00,1
1062,NTRForCelekt,2018-10-2 5:00,1
1063,malemodel,2018-10-1 23:00,1
1064,MPN,2018-10-2 1:00,1
1065,NimbleQuotes,2018-10-2 4:00,1
1066,TheConcertTour,2018-10-1 14:00,1
1067,EMAs,2018-10-1 20:00,1
1068,workfromhome,2018-10-2 4:00,1
1069,SPNNJ,2018-10-1 14:00,1
1070,Safeway,2018-10-1 11:00,1
1071,GoaMining,2018-10-1 14:00,1
1072,MaiaReficco,2018-10-1 20:00,2
1073,TEAMFOLLOWBACK,2018-10-1 15:00,1
1074,gifs,2018-10-1 8:00,1
1075,ElvisHistory,2018-10-2 0:00,1
1076,PresentYOU,2018-10-1 11:00,1
1077,TheGroup,2018-10-2 5:00,2
1078,NRA,2018-10-2 3:00,1
1079,WorldMentalHealthDay,2018-10-1 6:00,1
1080,wearable,2018-10-1 17:00,1
1081,health,2018-10-1 12:00,1
1082,busydoinggoodthings,2018-10-1 9:00,1
1083,bukkake,2018-10-1 9:00,1
1084,jaehyun,2018-10-1 22:00,1
1085,ARMYSelcaDay,2018-10-1 15:00,4
1086,WilderFury,2018-10-1 19:00,2
1087,BTSARMY,2018-10-2 2:00,1
1088,Lullaby,2018-10-1 14:00,1
1089,Anitters,2018-10-1 21:00,1
1090,englishwine,2018-10-1 13:00,1
1091,TwitterChat,2018-10-1 23:00,1
1092,SAPTechEd,2018-10-1 23:00,1
1093,chinabiz,2018-10-1 20:00,1
1094,inktober,2018-10-1 13:00,2
1095,twittermarketing,2018-10-1 8:00,1
1096,kcvsden,2018-10-2 1:00,1
1097,SOS,2018-10-1 15:00,1
1098,GainWithVin,2018-10-1 18:00,1
1099,PCAs,2018-10-1 19:00,6
1100,LasVegas,2018-10-1 17:00,1
1101,job,2018-10-1 20:00,1
1102,RhodeIsland,2018-10-1 23:00,1
1103,Yash,2018-10-1 12:00,1
1104,Repost,2018-10-1 19:00,1
1105,Adultery,2018-10-1 18:00,1
1106,ArmySelcaDay,2018-10-1 17:00,1
1107,MaiaReficco,2018-10-1 12:00,2
1108,DoDamage,2018-10-1 17:00,9
1109,BlockChain,2018-10-1 14:00,1
1110,LEO,2018-10-1 12:00,1
1111,deal,2018-10-1 19:00,1
1112,logistics,2018-10-1 8:00,1
1113,TheMusicVideo,2018-10-1 10:00,1
1114,Repost,2018-10-1 16:00,1
1115,MILAN,2018-10-1 7:00,1
1116,sugardaddy,2018-10-1 14:00,1
1117,TheSong,2018-10-1 13:00,1
1118,Vijay,2018-10-1 8:00,1
1119,엑소,2018-10-1 15:00,8
1120,AMAs,2018-10-1 6:00,2
1121,MAGATs,2018-10-1 23:00,1
1122,WhenWeFightWeWin,2018-10-2 4:00,1
1123,moth,2018-10-1 21:00,1
1124,News,2018-10-1 13:00,1
1125,blackdog,2018-10-1 13:00,1
1126,bigboobs,2018-10-1 7:00,2
1127,HappyNewMonth,2018-10-1 16:00,1
1128,District12,2018-10-1 19:00,1
1129,RedSox,2018-10-1 13:00,1
1130,Raw,2018-10-2 2:00,1
1131,hometips,2018-10-1 17:00,1
1132,EUFORA,2018-10-1 11:00,1
1133,tea,2018-10-1 15:00,1
1134,dataprotection,2018-10-1 15:00,1
1135,트와이스,2018-10-1 11:00,1
1136,immunotherapy,2018-10-1 22:00,1
1137,TERRY,2018-10-1 19:00,1
1138,GOT7,2018-10-1 10:00,5
1139,Java,2018-10-1 15:00,1
1140,NowPlaying,2018-10-2 0:00,2
1141,IDOL,2018-10-1 14:00,2
1142,Hailakandi,2018-10-2 5:00,1
1143,holidays,2018-10-1 20:00,1
1144,DAY6,2018-10-1 12:00,1
1145,EXOComingSoon,2018-10-2 5:00,2
1146,inktober,2018-10-2 2:00,1
1147,ยืมเมจforsex,2018-10-1 8:00,1
1148,Regular,2018-10-2 5:00,2
1149,lethbridge,2018-10-1 14:00,1
1150,CPC18,2018-10-1 11:00,1
1151,LULLABY,2018-10-1 21:00,1
1152,GarretFitzgerald,2018-10-1 8:00,1
1153,cpfc,2018-10-1 20:00,1
1154,Rupee,2018-10-1 15:00,1
1155,armyselcaday,2018-10-1 17:00,1
1156,Hrithik,2018-10-1 18:00,1
1157,NUEST_W,2018-10-1 22:00,1
1158,complex,2018-10-1 14:00,1
1159,retailrundown,2018-10-2 2:00,1
1160,Paypal,2018-10-1 20:00,1
1161,shot,2018-10-2 5:00,1
1162,ActualityFMBTS,2018-10-2 3:00,1
1163,homemade,2018-10-1 7:00,1
1164,starwars,2018-10-1 12:00,1
1165,FallonTonight,2018-10-1 14:00,1
1166,AllNighterClub,2018-10-1 18:00,1
1167,findom,2018-10-1 22:00,1
1168,OneMoreTime,2018-10-1 6:00,1
1169,BTS,2018-10-1 13:00,6
1170,Sehun,2018-10-2 4:00,1
1171,comicsgate,2018-10-2 4:00,1
1172,KOT5Aside,2018-10-1 18:00,1
1173,RT,2018-10-1 15:00,1
1174,BTSinNewark,2018-10-1 10:00,1
1175,World,2018-10-1 13:00,1
1176,BoiseState,2018-10-2 2:00,1
1177,PlayHouseRiseAndFall,2018-10-2 4:00,3
1178,NCT127_Regular_Irregular,2018-10-1 14:00,1
1179,IDOL,2018-10-2 2:00,1
1180,MLB,2018-10-1 18:00,1
1181,BIGOLIVE,2018-10-2 4:00,1
1182,EXO_COMINGSOON,2018-10-1 22:00,1
1183,EXO_ComingSoon,2018-10-1 18:00,1
1184,IDOL,2018-10-1 10:00,2
1185,flowers,2018-10-1 21:00,1
1186,shesgonewiththenguyen,2018-10-2 1:00,1
1187,Finland,2018-10-1 7:00,1
1188,DAESH,2018-10-1 16:00,1
1189,EXOCOMINGSOON,2018-10-2 2:00,2
1190,BTS,2018-10-1 23:00,3
1191,XLM,2018-10-1 21:00,1
1192,Catalonia,2018-10-1 7:00,1
1193,realindia,2018-10-1 9:00,1
1194,SarkarKondattam,2018-10-1 13:00,1
1195,jualsneakers,2018-10-1 10:00,1
1196,ad,2018-10-1 20:00,1
1197,ILookLikeAWitch,2018-10-2 4:00,1
1198,AI,2018-10-1 22:00,1
1199,VolleyballPlayer,2018-10-1 22:00,1
1200,InternationalCoffeeDay,2018-10-1 8:00,1
1201,Ambazania,2018-10-1 16:00,1
1202,Team999,2018-10-1 15:00,1
1203,ThalapathyVijay,2018-10-1 13:00,2
1204,TheMusicVideo,2018-10-1 21:00,2
1205,PCAs,2018-10-1 20:00,12
1206,Homecoming2018,2018-10-2 1:00,1
1207,VERIVERY,2018-10-1 22:00,1
1208,adiya,2018-10-2 4:00,1
1209,RedWave,2018-10-2 2:00,2
1210,MaiaReficco,2018-10-2 1:00,1
1211,슈퍼주니어,2018-10-2 1:00,1
1212,JingleBallATL,2018-10-2 3:00,1
1213,TheAlbum,2018-10-1 18:00,1
1214,RMUCL,2018-10-1 20:00,1
1215,GFRIEND,2018-10-1 12:00,1
1216,twitch,2018-10-1 16:00,1
1217,nudes,2018-10-2 5:00,1
1218,SuperShow7,2018-10-1 8:00,1
1219,Hellboy,2018-10-1 22:00,1
1220,sext,2018-10-2 5:00,1
1221,ALDUBAngSigaw,2018-10-1 23:00,1
1222,jobs,2018-10-1 12:00,2
1223,JamieDornan,2018-10-1 21:00,1
1224,Delhi,2018-10-1 16:00,1
1225,RecordSmashingTHUGSTrailer,2018-10-1 15:00,1
1226,MeToo,2018-10-1 23:00,1
1227,cpc18,2018-10-1 16:00,1
1228,BrunoMars,2018-10-1 20:00,1
1229,EtsySocial,2018-10-1 7:00,1
1230,PanicInDC,2018-10-1 17:00,1
1231,RamonNomar,2018-10-1 15:00,1
1232,funky,2018-10-1 7:00,1
1233,Canada,2018-10-1 12:00,1
1234,booknow,2018-10-1 18:00,1
1235,WIN,2018-10-1 21:00,1
1236,uruguay,2018-10-1 17:00,1
1237,InternationalCoffeeDay,2018-10-1 12:00,1
1238,MaiaReficco,2018-10-1 22:00,2
1239,ncaaW,2018-10-2 0:00,1
1240,armallians,2018-10-1 6:00,1
1241,Nashville,2018-10-2 4:00,1
1242,maga,2018-10-1 11:00,1
1243,freeradec,2018-10-1 9:00,1
1244,ChrisWood,2018-10-1 22:00,1
1245,TheGroup,2018-10-1 6:00,1
1246,JUNGKOOK,2018-10-2 0:00,2
1247,IntegrativeMedicine,2018-10-2 0:00,1
1248,KatherineMcNamara,2018-10-2 0:00,2
1249,ALDUBFever4ever,2018-10-1 12:00,1
1250,RTMNT,2018-10-1 19:00,1
1251,luxury,2018-10-1 23:00,1
1252,RAW,2018-10-2 2:00,2
1253,Chargers,2018-10-1 20:00,1
1254,CPC18,2018-10-1 6:00,1
1255,mufc,2018-10-1 12:00,1
1256,punywriststrap,2018-10-1 17:00,1
1257,YesMan,2018-10-1 22:00,1
1258,Halloween,2018-10-1 10:00,1
1259,NL,2018-10-1 10:00,1
1260,ARMYSeIcaDay,2018-10-1 19:00,1
1261,1DDrive,2018-10-1 21:00,1
1262,TheAlbum,2018-10-1 22:00,1
1263,API,2018-10-1 16:00,1
1264,ALHILAL,2018-10-1 21:00,1
1265,brony,2018-10-1 13:00,1
1266,Banking,2018-10-1 20:00,1
1267,Phaneroo,2018-10-1 8:00,1
1268,IDOL,2018-10-2 0:00,4
1269,Jen2Gain,2018-10-1 18:00,1
1270,Anitta,2018-10-1 19:00,2
1271,haircare,2018-10-1 14:00,1
1272,BBC,2018-10-2 0:00,1
1273,Jae,2018-10-2 2:00,1
1274,exo,2018-10-1 15:00,2
1275,Anitters,2018-10-2 1:00,1
1276,job,2018-10-1 22:00,1
1277,KatherineMcNamara,2018-10-2 2:00,1
1278,bakedjacketpotatoes,2018-10-1 10:00,1
1279,진,2018-10-1 17:00,1
